f00F,f00M,f05F,f05M,f13F,f13M,f25F,f25M,facF,facM,rotulo
0,0,0,0,1,2,0,5,1,34,2
0,1,1,1,9,9,1,24,3,48,2
4,4,1,1,14,14,5,59,5,108,2
7,7,8,10,27,29,12,64,14,214,2
86,87,64,64,166,166,43,706,43,1774,2
93,93,65,65,119,120,61,549,61,2270,2
1,1,3,3,9,10,5,44,5,112,2
5,6,4,5,15,16,5,62,5,146,2
2,3,2,3,9,9,3,30,5,55,2
5,5,7,7,20,20,18,45,20,289,2
0,0,1,1,3,3,1,17,1,39,2
26,28,12,14,116,116,31,178,33,605,2
13,13,10,10,28,28,19,85,20,689,2
3,3,0,1,10,10,3,10,3,59,2
6,6,8,9,19,19,8,52,8,154,2
2,3,2,2,8,9,2,34,3,89,2
14,14,3,5,17,17,15,71,15,258,2
47,47,29,29,240,240,79,337,80,1440,2
7,7,8,8,24,25,5,87,7,222,2
56,56,20,22,85,86,46,409,48,790,2
1,1,0,1,11,11,2,25,2,94,2
15,17,26,27,56,57,48,274,48,998,2
9,10,5,7,30,30,3,85,4,153,2
47,47,149,151,355,355,144,958,146,2737,2
0,1,1,1,5,7,3,17,3,55,2
15,16,4,4,35,35,6,142,6,243,2
3,5,2,3,8,10,2,56,3,101,2
14,14,9,9,26,26,5,103,5,292,2
28,28,22,22,169,170,70,469,71,1111,2
2,3,0,2,12,12,2,36,2,72,2
8,9,6,6,31,31,5,77,6,288,2
19,20,36,36,186,186,44,508,45,1334,2
19,20,43,43,172,173,23,184,23,1351,2
2,2,1,1,10,10,2,32,4,54,2
1,2,2,4,24,24,11,35,12,273,2
2,2,2,2,8,9,2,12,3,48,2
11,11,11,11,25,25,5,138,5,307,2
2,2,2,3,5,7,3,41,3,69,2
2,3,3,5,9,10,3,31,5,94,2
18,19,11,11,68,69,14,232,15,612,2
0,2,0,0,3,3,0,5,0,21,2
0,2,0,2,8,8,0,8,2,41,2
5,7,1,3,18,19,5,45,7,90,2
1,2,2,2,19,20,3,39,3,190,2
3,3,4,5,10,10,6,90,8,186,2
1,1,0,1,2,2,0,17,1,35,2
7,7,10,11,71,71,13,91,13,518,2
8,9,1,2,23,25,4,97,5,161,2
3,5,2,3,6,6,1,46,2,97,2
13,13,16,18,56,56,23,137,23,409,2
0,2,0,2,7,8,2,12,2,53,2
3,3,5,6,25,26,15,189,15,368,2
5,5,5,6,38,38,6,116,7,222,2
41,41,36,38,160,160,24,467,25,2144,2
6,6,10,11,64,64,22,102,22,514,2
1,2,2,3,14,15,8,42,8,229,2
65,65,49,50,130,130,56,317,58,926,2
1,1,1,3,3,4,0,10,0,65,2
11,12,6,6,30,31,20,291,21,443,2
5,6,17,17,46,48,26,94,26,677,2
14,14,7,7,48,48,8,183,9,308,2
14,14,9,9,74,75,12,100,14,502,2
46,46,38,39,110,112,18,380,18,901,2
3,4,4,4,13,14,1,81,1,137,2
8,9,3,5,30,32,8,40,8,164,2
70,72,152,152,686,686,139,2704,139,5908,2
0,1,0,1,1,2,1,20,1,34,2
37,38,30,30,138,138,19,445,20,1043,2
28,29,12,14,112,112,12,178,12,765,2
1,1,3,3,18,20,3,44,3,113,2
3,4,10,11,30,31,15,105,15,243,2
5,5,5,5,12,13,10,105,10,171,2
7,8,9,10,32,32,4,140,6,563,2
12,13,13,15,51,51,15,120,16,523,2
9,10,6,6,25,26,11,107,11,318,2
3,5,1,1,9,9,1,17,2,114,2
5,5,2,3,13,13,2,87,3,147,2
11,12,2,3,36,37,3,150,4,289,2
2,2,2,4,5,5,0,28,2,52,2
16,18,7,7,52,52,11,62,13,323,2
1,2,1,2,6,7,0,12,1,51,2
0,0,0,0,5,5,2,5,2,25,2
104,104,88,88,152,152,115,700,117,1347,2
21,21,8,9,30,30,21,173,21,382,2
2,2,0,2,8,9,0,16,2,42,2
14,15,16,16,32,32,20,133,20,461,2
0,0,0,0,3,4,1,9,1,30,2
7,7,11,11,48,48,8,81,8,623,2
0,1,1,3,3,4,1,14,3,61,2
83,85,40,42,291,291,56,1077,58,1638,2
16,16,13,14,42,42,16,137,17,377,2
6,6,2,2,20,20,7,87,7,166,2
0,2,0,2,2,4,0,12,2,15,2
0,1,1,1,6,7,1,11,2,58,2
16,16,8,10,23,24,16,133,16,228,2
0,0,0,0,2,2,0,6,0,11,2
12,13,18,18,54,54,6,128,6,325,2
4,5,2,4,13,13,5,62,5,114,2
1,1,4,4,11,11,4,32,5,98,2
3,4,0,1,9,10,0,28,1,79,2
4,4,0,1,7,8,3,25,4,74,2
1,2,3,5,17,17,3,17,5,139,2
35,36,27,27,66,67,35,276,35,732,2
29,29,23,23,41,41,24,145,26,457,2
10,10,31,33,112,112,45,307,47,888,2
2,2,2,3,28,28,8,31,8,253,2
34,34,16,17,85,86,26,140,26,601,2
4,6,4,6,33,34,12,40,12,228,2
5,5,2,2,8,9,5,31,6,116,2
53,53,38,38,101,101,12,241,12,1103,2
17,18,12,12,25,26,18,179,18,306,2
4,4,6,6,27,28,3,55,4,147,2
0,2,0,2,2,2,0,10,0,35,2
1,1,4,4,12,12,1,30,1,123,2
7,8,5,7,12,12,3,23,4,168,2
349,349,252,252,1009,1009,300,3303,300,7389,2
38,39,31,32,94,95,16,179,16,1204,2
19,20,6,8,53,53,9,96,11,240,2
5,5,3,5,16,17,3,28,5,87,2
6,7,5,6,12,12,1,51,2,149,2
30,30,50,50,155,156,33,340,34,1625,2
44,45,42,43,200,201,51,436,51,1356,2
1,2,0,1,6,6,2,13,2,52,2
7,8,2,2,26,26,5,57,6,175,2
4,5,3,4,16,17,3,19,4,139,2
2,3,5,6,25,25,9,38,9,132,2
2,2,0,2,7,7,0,24,2,47,2
20,22,20,20,76,76,30,216,31,1128,2
4,4,4,4,17,18,2,20,2,146,2
3,3,2,3,3,4,2,45,2,77,2
3,3,3,4,8,8,3,31,3,61,2
0,2,0,0,2,2,0,9,0,14,2
56,57,49,49,74,74,21,513,23,1019,2
2,3,3,3,14,15,3,48,5,194,2
89,89,44,46,158,158,65,571,67,1307,2
22,23,11,11,33,33,12,65,14,407,2
4,5,1,3,20,21,6,51,6,179,2
9,10,4,6,28,29,9,28,9,155,2
3,3,6,6,33,33,8,74,9,256,2
23,23,15,16,45,45,18,82,19,448,2
5,5,2,2,20,20,3,20,3,96,2
27,27,19,20,54,54,19,296,19,517,2
6,7,2,3,18,19,4,91,4,194,2
27,29,30,30,59,60,29,172,29,634,2
33,34,24,25,100,101,43,272,44,1308,2
3,3,10,12,16,18,12,66,13,242,2
101,101,52,52,139,139,33,608,33,2011,2
7,8,21,22,74,75,14,282,14,770,2
46,46,21,22,60,61,43,275,44,1195,2
3,3,0,1,11,11,3,59,3,101,2
3,5,0,2,12,12,2,23,2,59,2
1,2,1,2,7,9,0,21,1,52,2
139,139,133,133,335,335,111,1423,112,3713,2
6,8,3,4,13,14,9,27,9,207,2
21,21,15,16,64,65,20,108,20,462,2
35,35,34,35,72,74,22,120,24,629,2
16,16,4,5,23,23,7,124,9,250,2
6,6,13,13,64,66,19,128,19,433,2
98,100,68,68,281,281,101,432,101,2089,2
11,11,12,14,61,62,14,256,14,468,2
26,26,21,21,73,73,21,94,22,740,2
3,4,4,5,12,13,9,102,9,180,2
1,2,2,2,11,12,4,26,4,93,2
2,4,2,2,9,9,5,48,5,71,2
28,28,10,12,66,66,23,251,24,885,2
0,1,0,1,2,2,1,14,1,46,2
2,2,2,2,4,5,1,29,2,71,2
0,1,1,3,7,7,1,30,3,99,2
8,10,18,19,50,51,24,159,26,486,2
31,32,9,9,82,83,24,313,24,765,2
17,17,4,6,39,39,12,188,12,465,2
2,2,3,3,10,10,5,43,5,157,2
0,1,0,1,7,7,1,23,3,46,2
258,259,104,104,782,782,278,2795,278,5474,2
2,2,0,1,7,7,2,13,2,95,2
1,2,0,1,10,11,3,60,4,101,2
2,2,0,2,7,9,2,10,2,79,2
10,12,5,6,23,24,4,120,5,193,2
6,6,2,2,7,8,5,36,6,158,2
33,33,20,20,94,95,43,224,43,763,2
8,8,6,8,24,24,2,58,3,126,2
8,8,6,8,17,19,5,73,5,108,2
115,116,104,105,422,423,89,957,90,2634,2
2,2,2,3,7,7,2,23,2,101,2
77,77,66,66,346,347,109,952,109,2089,2
11,11,6,6,16,16,11,92,11,180,2
3,5,3,3,19,20,0,32,2,83,2
1,2,3,4,14,15,1,48,1,136,2
1,2,0,1,7,7,2,28,2,49,2
16,16,18,19,65,66,18,270,19,628,2
5,5,4,4,34,34,10,149,10,227,2
9,11,8,8,22,22,5,69,6,182,2
6,6,3,3,13,14,7,86,8,168,2
66,66,42,43,100,100,23,365,23,763,2
5,7,2,2,7,7,2,18,2,98,2
22,22,20,21,60,60,16,152,16,801,2
86,86,42,42,154,154,42,677,43,1330,2
35,37,23,24,47,48,27,338,28,716,2
17,17,13,13,46,46,11,68,11,301,2
20,20,12,13,64,64,22,82,23,314,2
2,2,0,2,11,13,2,22,3,57,2
21,21,17,17,89,89,29,163,30,405,2
26,27,32,32,87,87,24,294,26,1032,2
2,2,0,0,3,5,0,12,0,27,2
22,22,10,11,63,63,11,157,11,328,2
10,11,12,12,22,22,4,137,4,291,2
17,17,30,30,82,83,41,652,41,1401,2
45,45,10,10,82,82,28,109,30,788,2
15,15,16,17,86,86,28,275,29,733,2
55,56,64,64,159,161,35,652,36,1194,2
27,27,23,23,32,32,12,120,12,638,2
3,5,3,5,8,8,5,40,5,105,2
15,15,21,22,74,74,14,215,15,334,2
23,24,6,6,64,64,20,175,21,285,2
4,4,3,4,10,10,2,67,2,116,2
16,17,10,11,51,52,6,129,6,383,2
2,3,1,2,7,7,2,15,3,79,2
22,22,12,12,141,143,13,242,13,577,2
28,30,55,55,130,130,54,647,54,1235,2
16,16,16,17,37,39,17,114,19,736,2
6,8,2,3,14,16,8,63,8,124,2
28,28,20,20,88,89,50,473,51,992,2
123,123,264,266,657,659,342,2673,342,5179,2
3,4,1,3,4,5,4,24,4,96,2
1,1,2,3,13,13,2,20,2,130,2
0,0,0,0,1,2,0,8,0,15,2
36,37,22,22,42,44,24,172,26,911,2
0,2,0,2,7,9,2,24,3,38,2
0,0,0,0,0,2,0,3,0,10,2
1,3,1,3,22,22,4,60,5,98,2
297,298,123,123,578,578,139,1581,139,5452,2
24,25,25,26,94,95,28,308,28,652,2
12,14,4,5,19,19,12,83,12,389,2
24,25,5,6,76,76,10,152,11,647,2
2,2,0,0,2,2,0,8,0,37,2
23,24,11,12,39,39,24,195,24,484,2
29,31,23,23,88,90,21,235,21,466,2
0,0,0,1,1,2,0,6,1,29,2
6,8,2,3,15,17,3,29,3,120,2
3,3,1,2,13,13,7,40,7,175,2
10,10,18,18,113,114,19,356,19,986,2
5,7,2,2,14,16,9,34,11,144,2
4,4,3,4,5,5,1,24,3,80,2
1,3,5,5,18,18,7,44,7,151,2
1,1,2,2,3,4,2,24,3,89,2
3,5,7,8,15,17,2,64,2,109,2
5,5,4,5,17,18,7,151,9,268,2
3,4,2,2,11,11,3,33,3,88,2
7,7,7,7,36,36,4,36,6,202,2
41,42,31,31,88,89,26,520,27,808,2
3,3,2,2,15,15,4,37,5,121,2
16,18,6,7,34,36,18,88,19,369,2
7,7,10,11,27,28,11,99,12,273,2
26,26,19,21,26,27,13,105,13,534,2
83,84,88,89,363,364,75,746,76,3058,2
1,3,0,1,3,3,1,27,3,43,2
11,11,11,12,37,38,6,123,6,286,2
304,304,245,247,534,534,212,893,214,4823,2
3,4,5,5,11,13,5,29,6,229,2
7,7,2,4,21,21,2,27,4,210,2
10,11,4,6,29,29,8,114,8,216,2
0,1,1,1,6,6,1,19,1,63,2
17,17,16,16,91,92,25,147,26,656,2
9,9,5,5,15,15,2,97,4,205,2
13,14,9,9,24,25,18,70,18,483,2
22,22,5,5,50,51,12,111,14,284,2
18,19,16,18,56,58,21,97,22,376,2
2,3,2,2,12,12,1,63,1,136,2
0,1,1,1,7,7,1,9,2,66,2
7,7,3,3,25,26,8,36,10,201,2
24,26,24,24,86,88,24,329,24,557,2
4,4,3,4,31,33,6,74,7,161,2
2,4,1,1,8,9,1,15,2,82,2
26,26,24,24,100,101,22,111,22,652,2
5,6,2,4,14,14,5,107,5,244,2
71,71,22,23,165,167,38,299,40,998,2
13,14,4,5,43,44,11,136,12,321,2
3,3,6,6,15,15,9,44,9,160,2
11,11,11,11,27,27,9,88,10,362,2
4,4,2,3,15,15,2,26,3,125,2
21,21,11,11,73,74,21,162,21,289,2
1,3,1,1,4,4,0,7,1,51,2
4,4,11,11,32,33,10,81,11,288,2
7,8,12,13,31,31,13,87,14,289,2
12,12,11,12,55,55,17,89,17,563,2
28,29,28,28,229,229,51,576,51,1759,2
3,3,7,8,18,20,15,197,15,298,2
0,1,1,1,3,4,0,9,1,45,2
102,104,23,23,219,219,83,434,83,1312,2
1,1,0,1,5,5,0,16,1,30,2
3,4,7,7,23,23,4,55,4,149,2
17,17,35,35,65,66,19,574,19,942,2
3,3,1,1,7,9,3,21,3,65,2
24,25,17,17,80,80,11,229,11,600,2
1,1,2,2,7,8,2,33,3,63,2
144,144,80,81,242,244,78,1153,78,1817,2
19,20,15,17,53,53,29,338,30,680,2
13,14,8,10,33,33,13,185,13,309,2
0,2,2,3,6,8,3,30,3,68,2
54,55,121,121,438,439,79,1434,80,4905,2
1,2,0,0,5,6,1,16,2,42,2
11,11,4,5,20,21,5,56,7,235,2
3,5,2,3,12,13,2,35,2,141,2
9,9,12,13,39,39,9,78,9,300,2
0,0,0,0,0,1,0,4,0,6,2
0,1,1,1,9,10,2,38,3,55,2
94,94,66,66,277,277,28,531,28,1269,2
0,2,0,0,0,2,0,9,0,16,2
8,8,5,6,69,69,8,145,8,341,2
19,20,10,11,34,36,7,145,7,539,2
2,3,2,2,13,14,2,38,2,137,2
6,7,6,7,25,26,6,54,6,157,2
10,10,11,11,30,31,3,45,4,276,2
0,1,0,1,5,5,2,27,2,65,2
8,8,2,3,18,18,11,38,12,225,2
3,3,1,2,11,11,2,48,3,74,2
6,7,10,11,35,35,8,87,9,350,2
19,21,6,6,36,38,6,43,8,357,2
63,63,30,31,73,73,67,210,67,1478,2
2,3,2,3,11,11,2,18,2,93,2
24,24,29,31,131,131,61,441,63,2199,2
4,4,5,7,46,46,9,105,9,269,2
17,18,20,22,95,95,25,281,25,935,2
2,3,1,2,9,9,2,36,2,85,2
8,8,8,10,68,70,12,151,13,405,2
5,6,2,4,11,12,5,22,5,144,2
2,4,2,2,15,15,1,58,1,123,2
2,3,0,1,6,7,1,19,2,65,2
10,10,3,4,18,19,16,75,18,314,2
16,16,40,40,85,86,45,346,47,807,2
3,5,2,3,15,15,7,46,7,78,2
1,2,0,1,8,8,0,26,1,54,2
56,56,14,16,188,188,27,182,27,863,2
12,14,4,5,36,36,6,99,6,265,2
3,3,4,6,11,13,7,27,7,232,2
2,2,1,1,6,6,0,17,1,94,2
0,2,0,2,5,5,4,13,4,51,2
42,42,17,19,147,147,12,210,12,726,2
11,12,3,4,23,24,8,80,9,358,2
8,9,7,8,32,32,8,38,8,283,2
6,6,5,6,28,29,5,84,6,144,2
5,7,8,10,25,25,3,79,5,155,2
28,28,20,22,35,37,18,273,19,515,2
1,1,4,4,15,17,5,69,5,122,2
29,30,13,14,78,79,7,78,7,571,2
3,4,0,1,7,7,3,21,4,68,2
3,5,9,9,48,48,19,132,20,413,2
14,15,8,9,105,107,26,169,28,465,2
1,1,1,1,3,5,3,15,3,105,2
5,5,5,5,22,23,12,59,12,420,2
8,8,14,15,48,48,20,145,20,361,2
8,10,5,5,30,30,3,69,5,207,2
4,5,4,4,27,28,12,130,13,282,2
6,7,8,8,59,60,3,178,5,384,2
15,16,5,5,41,42,18,248,18,481,2
68,69,66,68,431,432,96,428,97,3143,2
4,5,4,5,14,14,4,48,5,224,2
3,3,1,3,9,9,1,26,3,51,2
12,12,34,35,129,130,40,415,40,896,2
1,1,1,2,5,5,3,27,4,129,2
9,9,11,11,26,27,17,101,19,339,2
10,11,6,6,36,36,8,139,8,448,2
3,5,8,8,35,35,3,38,3,197,2
1,2,1,1,12,13,3,19,3,122,2
3,5,2,2,8,8,5,20,5,75,2
2,4,14,14,46,46,6,144,6,280,2
4,5,3,4,15,15,4,17,5,123,2
6,6,6,6,21,21,4,182,5,278,2
3,3,1,1,4,4,0,24,1,49,2
45,45,39,39,70,71,52,545,52,1024,2
2,2,2,2,15,16,2,38,2,79,2
125,125,60,60,307,308,72,536,72,3581,2
20,21,18,18,39,41,18,126,18,472,2
51,51,12,14,110,110,39,302,39,716,2
3,3,3,3,9,9,2,29,2,74,2
3,3,4,6,21,21,3,43,4,129,2
78,79,36,36,225,225,29,742,30,1857,2
17,18,17,17,30,30,20,74,20,542,2
16,17,13,14,53,54,10,95,10,605,2
21,22,24,25,54,55,8,207,9,711,2
2,2,2,2,4,5,2,11,2,85,2
3,5,2,3,11,11,2,46,2,141,2
49,49,51,51,116,117,28,269,29,1417,2
1,2,0,1,7,8,1,15,2,56,2
22,23,21,21,91,91,7,177,7,825,2
46,46,37,39,75,77,14,240,14,572,2
5,7,4,5,24,25,7,24,7,206,2
8,9,9,11,30,32,2,84,3,156,2
11,11,10,11,22,22,11,74,11,505,2
3,4,1,3,6,8,1,30,3,100,2
66,67,104,104,397,399,168,1534,169,3443,2
6,6,2,2,20,20,2,71,2,160,2
1,1,1,1,3,3,1,24,1,42,2
4,4,5,5,18,18,4,59,5,194,2
13,13,3,3,39,39,5,85,5,182,2
219,223,124,124,356,356,225,333,167,448,3
6,15,4,4,9,9,12,18,20,19,3
216,209,108,109,135,135,206,164,161,179,3
155,161,93,94,143,144,198,222,196,202,3
37,39,15,17,51,53,43,37,34,28,3
10,3,5,5,6,6,6,10,18,12,3
66,73,36,37,73,74,73,109,134,82,3
49,56,76,77,93,95,97,63,101,73,3
59,56,19,19,49,51,67,59,48,48,3
99,102,68,68,61,63,75,99,140,91,3
20,13,18,20,29,30,11,41,21,32,3
42,38,17,17,60,62,62,59,55,73,3
381,376,298,300,425,425,462,443,413,354,3
7,10,4,4,4,6,4,10,9,14,3
3,6,1,3,3,4,6,4,11,7,3
141,141,70,71,114,115,89,145,118,144,3
132,137,161,162,163,165,257,192,178,188,3
24,15,10,11,21,21,8,12,17,19,3
13,6,6,8,13,13,10,19,15,14,3
155,159,52,52,116,117,129,91,223,79,3
8,12,8,9,11,12,7,19,9,19,3
29,28,17,18,17,17,32,27,29,40,3
25,21,11,11,16,16,32,16,27,24,3
509,511,155,156,392,392,351,292,765,371,3
89,90,33,34,86,87,99,140,127,146,3
7,12,6,6,8,8,11,10,11,16,3
47,44,35,36,45,46,40,43,76,62,3
100,99,83,83,107,108,115,219,175,156,3
31,35,25,26,21,21,21,41,40,52,3
104,112,32,32,122,124,114,111,140,124,3
18,24,12,12,27,28,24,34,43,35,3
10,9,8,8,10,12,12,10,14,9,3
61,53,28,30,53,53,58,38,41,35,3
303,297,376,376,463,463,238,721,373,487,3
29,25,33,33,42,42,27,43,66,43,3
3,3,2,2,7,7,3,7,7,8,3
251,243,331,333,395,396,375,485,304,339,3
28,24,14,14,24,25,36,17,30,22,3
10,8,9,9,6,6,9,16,13,13,3
3,4,3,3,3,3,3,3,4,4,3
52,57,58,59,81,81,93,57,88,47,3
42,45,19,20,33,33,61,36,57,51,3
15,23,26,27,29,29,36,37,57,31,3
9,13,4,4,13,15,7,23,13,20,3
41,35,39,39,60,60,64,44,79,42,3
28,24,19,19,39,40,32,20,71,21,3
30,27,12,12,34,34,23,27,46,30,3
36,34,20,21,28,28,17,40,41,48,3
34,27,22,23,17,17,32,40,22,34,3
8,9,6,6,12,12,10,9,10,15,3
309,308,99,99,345,345,153,274,336,398,3
13,6,6,6,8,10,6,11,6,8,3
64,65,44,46,46,47,28,55,48,81,3
121,122,114,114,177,176,147,112,100,85,3
20,21,11,13,18,20,21,25,28,20,3
656,661,544,544,1048,1049,818,987,1873,1480,3
29,24,15,16,23,23,25,36,45,28,3
11,2,6,6,9,11,3,5,8,8,3
32,44,16,16,23,24,23,37,23,31,3
51,55,49,51,68,68,55,90,66,128,3
6,3,4,6,6,7,4,6,9,7,3
34,40,40,41,69,69,46,74,73,101,3
65,58,33,35,47,48,68,84,116,62,3
56,62,48,48,48,50,126,70,91,76,3
67,58,22,22,47,47,47,48,71,34,3
165,164,60,61,139,139,194,236,231,242,3
17,10,4,4,11,11,14,16,20,20,3
49,50,30,31,35,36,67,90,65,66,3
46,40,30,31,38,40,41,87,43,64,3
64,70,19,19,48,50,29,42,52,38,3
37,30,25,25,33,35,20,43,40,44,3
23,22,10,10,27,29,42,20,35,30,3
39,34,14,14,50,50,31,43,32,54,3
0,2,0,2,2,2,2,2,4,4,3
50,46,27,27,53,53,40,58,94,40,3
105,100,61,62,119,120,92,126,165,105,3
45,48,32,33,31,31,65,59,59,51,3
37,38,39,39,58,59,66,66,71,49,3
64,64,70,70,73,74,56,88,85,123,3
90,96,79,79,135,135,98,94,137,80,3
24,26,10,12,21,22,28,16,28,24,3
228,228,164,164,122,123,245,217,276,302,3
20,22,11,11,22,22,17,28,41,38,3
103,99,66,66,122,125,71,84,122,116,3
4,1,3,3,3,4,4,3,5,4,3
202,212,77,77,184,184,324,165,282,138,3
220,227,187,187,282,284,411,239,371,170,3
16,17,16,16,16,16,14,24,13,26,3
187,181,109,110,111,113,194,170,212,239,3
161,170,142,143,121,123,131,161,127,117,3
20,19,10,11,16,17,21,15,15,12,3
53,53,58,58,60,60,73,66,67,58,3
142,149,100,102,124,125,109,192,189,208,3
1,11,4,6,7,7,3,3,7,6,3
9,17,13,14,17,19,10,34,21,26,3
11,12,15,17,12,12,24,11,20,17,3
101,93,56,56,127,127,118,113,167,106,3
71,77,40,40,101,103,55,92,85,120,3
3,9,2,3,3,5,3,3,3,7,3
56,58,36,37,47,47,44,42,33,29,3
66,59,45,45,64,64,80,103,91,73,3
4,3,1,3,4,5,4,4,4,5,3
238,243,113,115,204,204,402,263,307,286,3
55,65,62,64,70,72,48,53,83,58,3
19,26,19,20,14,15,23,23,42,34,3
88,84,69,70,65,65,80,152,76,104,3
1118,1109,476,476,653,654,874,635,880,928,3
83,83,91,91,70,70,104,73,134,51,3
12,18,14,15,14,15,12,17,21,20,3
205,211,92,92,127,127,237,200,176,168,3
187,189,85,85,103,105,115,91,220,115,3
13,9,12,13,14,16,21,18,17,22,3
16,11,7,8,14,15,14,14,20,12,3
63,68,68,69,74,74,56,85,63,78,3
2,11,8,8,7,7,7,5,10,7,3
177,170,96,98,185,187,95,180,212,149,3
9,15,8,8,11,11,15,16,15,15,3
9,12,3,3,5,6,14,10,14,16,3
8,12,6,6,12,12,21,8,18,9,3
194,201,174,174,148,150,261,315,396,353,3
53,59,45,45,62,62,68,62,48,45,3
60,63,46,47,71,71,71,64,64,74,3
38,40,26,26,30,32,56,22,54,30,3
49,54,33,34,36,36,37,64,61,73,3
78,86,66,68,150,151,98,139,219,133,3
9,2,3,5,6,8,6,10,8,11,3
185,190,206,206,344,345,146,193,297,243,3
38,36,31,31,36,36,58,22,62,27,3
74,79,46,46,58,58,97,50,79,51,3
54,50,24,25,56,58,43,52,35,71,3
696,702,403,403,526,528,547,636,856,525,3
265,264,103,104,285,283,107,210,250,146,3
36,36,31,31,45,46,42,31,45,28,3
13,7,4,4,9,9,12,11,19,11,3
62,62,22,22,58,59,50,73,47,62,3
20,12,12,12,18,20,9,18,23,21,3
66,68,33,33,60,61,72,66,78,74,3
79,75,29,29,62,63,118,48,85,60,3
66,69,64,64,111,111,83,66,186,94,3
245,248,230,230,415,415,389,528,549,465,3
168,173,73,73,108,108,133,148,125,196,3
462,462,385,386,268,269,435,567,619,455,3
37,42,46,46,53,53,58,76,96,100,3
8,3,1,3,5,7,8,5,7,8,3
71,81,34,34,70,70,64,71,54,67,3
21,22,22,24,27,27,18,42,31,40,3
30,36,21,23,45,45,26,59,34,45,3
3,5,1,3,4,5,4,3,8,7,3
51,43,24,25,37,39,25,58,43,74,3
34,41,28,28,40,41,19,39,30,58,3
293,290,103,103,313,313,297,199,416,210,3
14,5,3,4,5,5,10,13,9,10,3
26,34,20,21,23,25,29,42,44,33,3
14,10,6,7,21,21,25,20,23,26,3
82,87,26,26,77,78,73,98,140,85,3
8,6,4,6,6,6,10,12,14,12,3
34,39,14,15,28,28,45,62,31,43,3
182,192,136,136,208,210,201,123,176,162,3
621,617,361,362,401,402,671,527,583,722,3
52,49,39,40,62,62,54,34,99,39,3
93,90,67,68,85,87,52,47,59,67,3
118,122,73,73,70,70,109,109,109,153,3
18,18,14,14,20,22,8,12,17,11,3
67,71,36,37,76,76,84,57,71,53,3
28,29,11,12,25,26,19,37,24,32,3
115,113,84,84,75,75,133,153,96,105,3
310,315,123,124,222,222,389,271,307,399,3
220,222,99,99,186,188,276,191,327,189,3
353,350,123,124,366,368,286,517,215,369,3
224,218,126,128,239,240,249,203,346,240,3
264,270,172,173,268,268,169,181,256,125,3
27,36,16,16,39,39,21,42,39,54,3
41,34,20,21,28,29,22,41,39,38,3
53,63,17,18,37,38,35,38,53,28,3
50,46,26,26,32,32,40,45,51,46,3
60,53,55,56,93,94,121,129,113,108,3
43,37,38,38,28,28,30,43,44,67,3
22,17,14,16,22,22,29,19,24,26,3
40,32,18,18,40,41,19,31,43,23,3
19,17,7,7,17,18,11,29,22,26,3
29,30,32,33,32,32,50,35,51,52,3
16,10,7,7,8,10,11,10,13,11,3
15,23,24,26,29,29,23,41,27,40,3
27,30,22,24,22,24,28,22,31,24,3
428,428,264,264,658,659,407,435,496,489,3
158,158,99,99,190,191,232,240,180,320,3
23,20,21,21,17,18,31,23,27,35,3
6,6,7,7,10,12,6,9,7,12,3
22,30,10,10,26,27,20,30,46,44,3
61,57,54,54,49,49,57,57,99,54,3
43,43,50,50,39,39,32,65,72,76,3
238,238,236,238,272,273,138,386,315,307,3
86,90,69,69,100,101,112,70,79,73,3
51,56,20,20,44,44,85,37,67,32,3
5,2,3,5,3,5,5,3,5,4,3
41,50,35,36,46,46,36,45,50,46,3
28,34,22,22,26,28,29,42,56,48,3
11,14,10,11,12,14,15,10,17,14,3
30,25,10,11,24,25,44,43,48,43,3
130,130,43,43,90,92,102,152,90,121,3
27,31,37,37,44,44,28,22,25,34,3
84,85,109,110,114,115,160,145,154,203,3
9,14,9,9,11,11,11,9,19,9,3
7,9,3,4,11,13,11,7,17,7,3
166,162,141,141,196,195,97,160,133,112,3
18,26,12,12,18,19,18,27,38,22,3
16,22,17,19,22,23,24,44,27,33,3
223,218,236,236,405,406,319,494,596,432,3
71,68,39,39,74,75,83,47,65,65,3
194,186,228,228,247,247,248,215,275,232,3
144,150,106,107,79,79,74,71,103,98,3
146,146,83,84,150,150,98,150,167,112,3
262,260,144,144,219,220,273,363,275,299,3
35,39,14,15,44,44,61,31,71,46,3
8,10,3,5,11,11,11,6,11,6,3
60,58,57,57,49,49,41,83,64,72,3
158,154,84,86,164,165,210,190,217,167,3
11,19,10,11,21,21,29,25,27,18,3
134,126,117,119,107,107,85,107,201,149,3
16,17,8,9,19,20,31,12,21,17,3
94,97,52,52,105,106,79,70,146,62,3
37,34,30,31,25,26,37,46,73,67,3
43,54,25,25,38,40,26,66,40,54,3
359,353,382,383,497,498,292,521,575,498,3
32,35,36,38,53,54,55,72,108,83,3
7,15,8,8,11,11,14,22,15,17,3
30,29,16,17,28,28,23,23,51,27,3
163,160,123,124,115,115,183,145,269,150,3
14,13,5,5,12,12,15,12,16,14,3
1596,1603,1193,1193,1718,1717,1110,1318,1047,1098,3
10,19,7,7,14,15,7,11,18,8,3
295,296,240,242,261,263,192,227,431,238,3
102,102,87,88,134,135,56,163,107,199,3
295,290,257,257,350,352,600,680,444,456,3
75,79,37,38,85,87,46,121,81,127,3
